,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
25359,2013,2,23,10,58,-15,2,1029,cv,0.89,0,0
2093,2013,2,23,11,61,-16,4,1029,NE,1.79,0,0
16705,2013,2,23,12,76,-16,7,1028,cv,0.89,0,0
43035,2013,2,23,13,78,-17,9,1027,cv,2.68,0,0
4613,2013,2,23,14,88,-16,9,1026,SE,3.13,0,0
42602,2013,2,23,15,116,-17,10,1025,cv,1.79,0,0
11004,2013,2,23,16,144,-17,10,1025,SE,1.79,0,0
30292,2013,2,23,17,163,-16,9,1025,SE,3.58,0,0
18523,2013,2,23,18,164,-14,6,1026,cv,0.89,0,0
15246,2013,2,23,19,185,-13,5,1027,SE,1.79,0,0
11064,2013,2,23,20,243,-11,1,1027,cv,0.89,0,0
7066,2013,2,23,21,256,-10,-1,1027,NE,0.89,0,0
10390,2013,2,23,22,356,-9,-2,1028,SE,1.79,0,0
5119,2013,2,23,23,364,-10,1,1028,SE,3.58,0,0
12042,2013,2,24,0,426,-10,1,1028,cv,0.89,0,0
17829,2013,2,24,1,397,-8,-3,1028,cv,1.78,0,0
24969,2013,2,24,2,417,-9,-1,1027,cv,2.67,0,0
41717,2013,2,24,3,372,-8,-2,1026,cv,3.12,0,0
35989,2013,2,24,4,318,-10,-5,1027,NW,1.79,0,0
10809,2013,2,24,5,287,-9,-4,1026,cv,0.89,0,0
29271,2013,2,24,6,245,-9,-3,1026,cv,1.34,0,0
26278,2013,2,24,7,266,-9,-4,1026,cv,1.79,0,0
36136,2013,2,24,8,270,-6,-2,1027,cv,2.68,0,0
35340,2013,2,24,9,282,-6,0,1027,SE,1.79,0,0
17562,2013,2,24,10,284,-7,2,1028,cv,0.89,0,0
22826,2013,2,24,11,319,-7,2,1027,SE,1.79,0,0
43821,2013,2,24,12,347,-7,3,1027,NW,1.79,0,0
8200,2013,2,24,13,337,-8,3,1025,NW,3.58,0,0
24458,2013,2,24,14,320,-8,4,1024,NW,5.37,0,0
10091,2013,2,24,15,323,-8,4,1024,cv,0.89,0,0
36009,2013,2,24,16,318,-7,4,1023,cv,1.78,0,0
1994,2013,2,24,17,313,-7,4,1024,cv,2.67,0,0
9063,2013,2,24,18,316,-7,3,1024,NE,0.89,0,0
37206,2013,2,24,19,313,-6,3,1025,cv,0.89,0,0
41155,2013,2,24,20,404,-7,1,1026,cv,1.78,0,0
21136,2013,2,24,21,532,-6,1,1026,SE,0.89,0,0
21803,2013,2,24,22,386,-5,2,1027,SE,2.68,0,0
3413,2013,2,24,23,383,-5,0,1028,NE,0.89,0,0
21980,2013,2,25,0,240,-6,0,1028,cv,0.89,0,0
37684,2013,2,25,1,226,-5,-2,1028,cv,1.34,0,0
21571,2013,2,25,2,222,-4,-1,1029,cv,1.79,0,0
10602,2013,2,25,3,202,-4,-1,1028,SE,0.89,0,0
25929,2013,2,25,4,207,-4,0,1028,SE,1.78,0,0
11406,2013,2,25,5,200,-4,0,1027,cv,0.89,0,0
28837,2013,2,25,6,183,-4,1,1028,cv,1.34,0,0
37586,2013,2,25,7,176,-4,1,1028,SE,3.13,0,0
29103,2013,2,25,8,153,-5,1,1029,SE,4.92,0,0
17585,2013,2,25,9,150,-5,1,1030,SE,6.71,0,0
36306,2013,2,25,10,137,-5,1,1030,SE,8.5,1,0
15854,2013,2,25,11,111,-4,0,1029,SE,11.63,2,0
35670,2013,2,25,12,118,-3,0,1029,SE,13.42,3,0
13406,2013,2,25,13,118,-3,-1,1028,cv,0.89,4,0
17986,2013,2,25,14,128,-2,-1,1027,cv,1.78,5,0
17946,2013,2,25,15,143,-2,-1,1026,NW,3.13,0,0
26957,2013,2,25,16,153,-2,-1,1026,NW,6.26,1,0
35428,2013,2,25,17,158,-2,-1,1025,NW,8.05,0,0
11291,2013,2,25,18,153,-3,-1,1025,NW,11.18,0,0
38712,2013,2,25,19,143,-3,-2,1025,NW,12.97,0,0
22198,2013,2,25,20,146,-3,-1,1025,NW,16.1,0,0
38056,2013,2,25,21,144,-4,-1,1025,NW,17.89,0,0
17094,2013,2,25,22,148,-4,-1,1025,NW,18.78,0,0
25270,2013,2,25,23,153,-4,0,1025,NW,21.91,0,0
302,2013,2,26,0,155,-4,-1,1024,NW,23.7,0,0
25821,2013,2,26,1,153,-4,-1,1024,NW,25.49,0,0
32116,2013,2,26,2,153,-6,-4,1023,NW,26.38,0,0
40505,2013,2,26,3,148,-6,-5,1022,NW,28.17,0,0
14628,2013,2,26,4,152,-7,-6,1021,NW,29.96,0,0
5734,2013,2,26,5,163,-7,-6,1021,NW,33.09,0,0
43025,2013,2,26,6,155,-7,-7,1021,NW,36.22,0,0
36456,2013,2,26,7,175,-8,-7,1022,NW,38.01,0,0
41584,2013,2,26,8,143,-5,-4,1022,NW,39.8,0,0
31746,2013,2,26,9,155,-5,-1,1022,NW,43.82,0,0
38945,2013,2,26,10,172,-4,2,1022,NW,46.95,0,0
34817,2013,2,26,11,173,-3,4,1020,NW,50.08,0,0
34288,2013,2,26,12,190,-3,5,1020,NW,53.21,0,0
7678,2013,2,26,13,200,-3,7,1019,cv,1.79,0,0
28967,2013,2,26,14,208,-4,10,1018,SE,1.79,0,0
37770,2013,2,26,15,198,-5,11,1017,SE,5.81,0,0
38719,2013,2,26,16,196,-7,11,1017,SE,9.83,0,0
7183,2013,2,26,17,213,-6,10,1017,SE,12.96,0,0
28089,2013,2,26,18,206,-5,6,1018,SE,16.09,0,0
31525,2013,2,26,19,244,-4,5,1018,SE,17.88,0,0
37285,2013,2,26,20,289,-3,3,1019,SE,19.67,0,0
33605,2013,2,26,21,341,-3,1,1019,SE,21.46,0,0
16312,2013,2,26,22,370,-3,1,1019,SE,23.25,0,0
21034,2013,2,26,23,382,-4,-1,1019,cv,0.89,0,0
7407,2013,2,27,0,415,-4,-2,1019,NE,0.89,0,0
18614,2013,2,27,1,414,-5,-3,1019,cv,0.89,0,0
39876,2013,2,27,2,415,-6,-5,1018,cv,1.78,0,0
3521,2013,2,27,3,408,-7,-6,1018,NW,1.79,0,0
10349,2013,2,27,4,414,-4,-4,1018,cv,0.45,0,0
1466,2013,2,27,5,403,-5,-5,1018,NW,0.89,0,0
34280,2013,2,27,6,395,-4,-3,1019,NW,1.78,0,0
42526,2013,2,27,7,394,-5,-5,1019,NW,4.91,0,0
31936,2013,2,27,8,330,-3,-1,1020,NW,9.83,0,0
14182,2013,2,27,9,247,-3,3,1020,NW,12.96,0,0
41814,2013,2,27,10,188,-5,8,1020,NW,17.88,0,0
41319,2013,2,27,11,129,-10,11,1019,NE,4.92,0,0
21866,2013,2,27,12,63,-15,14,1018,NW,4.92,0,0
12377,2013,2,27,13,49,-18,15,1017,NW,9.84,0,0
12974,2013,2,27,14,32,-17,16,1016,NW,13.86,0,0
132,2013,2,27,15,25,-17,15,1015,NE,3.13,0,0
10650,2013,2,27,16,23,-18,15,1014,SE,1.79,0,0
14141,2013,2,27,17,27,-17,14,1014,SE,4.92,0,0
23590,2013,2,27,18,277,-17,11,1013,SE,6.71,0,0
26220,2013,2,27,19,273,-7,11,1014,SE,11.63,0,0
4709,2013,2,27,20,241,-6,9,1014,SE,14.76,0,0
17807,2013,2,27,21,259,-5,7,1014,SE,16.55,0,0
9038,2013,2,27,22,259,-7,1,1014,SE,18.34,0,0
29819,2013,2,27,23,265,-4,4,1014,cv,0.89,0,0
27946,2013,2,28,0,367,-5,3,1013,cv,1.78,0,0
18175,2013,2,28,1,392,-1,4,1011,SE,4.02,0,0
22156,2013,2,28,2,400,0,4,1010,SE,8.94,0,0
22221,2013,2,28,3,441,0,2,1010,SE,10.73,0,0
41440,2013,2,28,4,466,1,3,1010,SE,12.52,0,0
41622,2013,2,28,5,485,2,3,1009,SE,15.65,0,0
22833,2013,2,28,6,525,1,2,1008,SE,17.44,0,0
19523,2013,2,28,7,502,1,2,1008,SE,19.23,0,0
32037,2013,2,28,8,449,1,2,1009,NE,1.79,0,0
35145,2013,2,28,9,469,2,2,1009,cv,0.89,0,0
35930,2013,2,28,10,510,2,3,1010,cv,1.78,0,0
8223,2013,2,28,11,229,-2,7,1011,NW,4.02,0,0
43291,2013,2,28,12,111,-14,10,1012,NW,11.17,0,0
39403,2013,2,28,13,95,-20,11,1013,NW,23.24,0,0
36818,2013,2,28,14,89,-18,10,1013,NW,34.42,0,0
31034,2013,2,28,15,39,-19,9,1014,NW,48.28,0,0
37739,2013,2,28,16,20,-20,6,1016,NW,60.35,0,0
33307,2013,2,28,17,17,-19,5,1018,NW,71.53,0,0
26001,2013,2,28,18,13,-19,4,1020,NW,81.36,0,0
43507,2013,2,28,19,11,-19,3,1021,NW,90.3,0,0
40110,2013,2,28,20,12,-20,2,1023,NW,100.13,0,0
14720,2013,2,28,21,8,-20,1,1026,NW,109.96,0,0
37819,2013,2,28,22,6,-22,1,1027,NW,122.92,0,0
56,2013,2,28,23,9,-23,0,1028,NW,134.99,0,0
34505,2013,3,1,0,9,-21,0,1028,NW,148.85,0,0
19256,2013,3,1,1,7,-21,-1,1028,NW,164.94,0,0
42837,2013,3,1,2,5,-23,-1,1028,NW,180.14,0,0
22446,2013,3,1,3,6,-26,-2,1029,NW,195.34,0,0
6988,2013,3,1,4,4,-25,-2,1030,NW,208.3,0,0
15894,2013,3,1,5,8,-24,-2,1031,NW,217.24,0,0
16987,2013,3,1,6,9,-23,-3,1032,NW,224.39,0,0
8012,2013,3,1,7,9,-23,-3,1032,NW,232.44,0,0
6809,2013,3,1,8,12,-22,-2,1033,NE,4.02,0,0
23243,2013,3,1,9,10,-26,0,1035,NW,4.02,0,0
36165,2013,3,1,10,11,-25,0,1035,NW,7.15,0,0
41443,2013,3,1,11,12,-25,2,1034,NW,12.07,0,0
4199,2013,3,1,12,11,-24,3,1034,NE,4.02,0,0
20872,2013,3,1,13,11,-25,4,1033,cv,4.02,0,0
41647,2013,3,1,14,9,-25,4,1032,NE,4.02,0,0
13635,2013,3,1,15,9,-24,5,1032,NE,8.04,0,0
18980,2013,3,1,16,8,-25,6,1032,NW,3.13,0,0
41602,2013,3,1,17,9,-24,5,1032,NW,8.05,0,0
38459,2013,3,1,18,10,-21,2,1033,NW,12.97,0,0
11834,2013,3,1,19,13,-21,2,1034,NE,1.79,0,0
39693,2013,3,1,20,13,-24,1,1034,NE,6.71,0,0
42625,2013,3,1,21,17,-22,0,1035,NE,9.84,0,0
1930,2013,3,1,22,27,-19,0,1036,NE,11.63,0,0
33345,2013,3,1,23,12,-19,0,1036,NE,14.76,0,0
27209,2013,3,2,0,10,-18,0,1036,NE,17.89,0,0
16518,2013,3,2,1,11,-18,-1,1036,SE,1.79,0,0
7580,2013,3,2,2,8,-18,-2,1037,NE,0.89,0,0
43131,2013,3,2,3,10,-17,-2,1037,cv,0.45,0,0
3229,2013,3,2,4,9,-15,-5,1036,NW,1.79,0,0
38330,2013,3,2,5,10,-16,-3,1036,NW,4.92,0,0
9181,2013,3,2,6,12,-15,-5,1035,NW,8.05,0,0
2598,2013,3,2,7,19,-15,-4,1035,NW,9.84,0,0
34361,2013,3,2,8,18,-16,-2,1035,NW,12.97,0,0
14537,2013,3,2,9,18,-16,-1,1035,NW,16.99,0,0
9348,2013,3,2,10,17,-17,0,1035,NW,20.12,0,0
28252,2013,3,2,11,24,-19,2,1035,cv,0.89,0,0
4360,2013,3,2,12,33,-19,2,1034,cv,2.68,0,0
23493,2013,3,2,13,43,-19,3,1033,SE,1.79,0,0
8032,2013,3,2,14,39,-18,3,1032,SE,3.58,0,0
28175,2013,3,2,15,42,-19,4,1030,SE,5.37,0,0
16964,2013,3,2,16,56,-19,4,1030,SE,7.16,0,0
35384,2013,3,2,17,59,-19,4,1029,SE,8.95,0,0
18830,2013,3,2,18,67,-17,1,1029,NW,1.79,0,0
8785,2013,3,2,19,66,-17,1,1029,NE,1.79,0,0
25724,2013,3,2,20,81,-16,1,1029,NE,3.58,0,0
9886,2013,3,2,21,100,-16,0,1029,NE,5.37,0,0
37771,2013,3,2,22,120,-13,0,1029,SE,0.89,0,0
25745,2013,3,2,23,153,-14,-1,1028,cv,0.89,0,0
43606,2013,3,3,0,157,-13,-4,1027,NW,0.89,0,0
33440,2013,3,3,1,161,-12,-4,1026,NE,0.89,0,0
25402,2013,3,3,2,145,-11,-3,1025,NW,0.89,0,0
1721,2013,3,3,3,113,-11,-4,1024,NW,2.68,0,0
7702,2013,3,3,4,119,-11,-5,1023,NW,3.57,0,0
13702,2013,3,3,5,133,-12,-6,1023,NW,4.46,0,0
40162,2013,3,3,6,134,-11,-6,1022,NW,5.35,0,0
38257,2013,3,3,7,138,-10,-5,1022,NW,7.14,0,0
8625,2013,3,3,8,123,-8,-2,1022,NW,10.27,0,0
7194,2013,3,3,9,100,-13,3,1022,NW,13.4,0,0
17687,2013,3,3,10,110,-14,3,1022,NW,15.19,0,0
12544,2013,3,3,11,117,-14,5,1021,NW,16.98,0,0
30009,2013,3,3,12,115,-15,10,1019,cv,0.89,0,0
37050,2013,3,3,13,110,-16,12,1018,NW,3.13,0,0
39471,2013,3,3,14,38,-18,15,1017,NW,8.05,0,0
33533,2013,3,3,15,19,-18,16,1016,NW,12.97,0,0
27106,2013,3,3,16,25,-18,17,1016,NW,16.99,0,0
41103,2013,3,3,17,50,-17,15,1016,NE,3.13,0,0
29754,2013,3,3,18,55,-16,11,1017,SE,1.79,0,0
27560,2013,3,3,19,143,-16,10,1018,SE,3.58,0,0
19652,2013,3,3,20,162,-13,6,1019,cv,0.89,0,0
2555,2013,3,3,21,86,-12,5,1019,NE,1.79,0,0
39383,2013,3,3,22,73,-10,3,1019,cv,0.89,0,0
22132,2013,3,3,23,86,-10,3,1020,cv,1.78,0,0
32035,2013,3,4,0,69,-14,9,1021,NW,8.94,0,0
22857,2013,3,4,1,24,-14,9,1021,NW,16.09,0,0
21911,2013,3,4,2,5,-13,8,1022,NW,23.24,0,0
7316,2013,3,4,3,4,-13,4,1023,NW,26.37,0,0
14591,2013,3,4,4,5,-13,2,1023,NW,29.5,0,0
26703,2013,3,4,5,7,-12,1,1023,NE,1.79,0,0
25426,2013,3,4,6,7,-12,0,1024,cv,0.89,0,0
20701,2013,3,4,7,9,-9,-2,1025,cv,1.78,0,0
21341,2013,3,4,8,17,-13,7,1026,NW,4.02,0,0
12539,2013,3,4,9,16,-16,9,1026,NE,3.13,0,0
43557,2013,3,4,10,16,-17,11,1027,NW,1.79,0,0
598,2013,3,4,11,,-17,12,1026,NW,4.92,0,0
4680,2013,3,4,12,14,-17,13,1026,cv,0.89,0,0
14102,2013,3,4,13,10,-19,14,1024,NW,3.13,0,0
18436,2013,3,4,14,10,-20,16,1023,NW,7.15,0,0
36727,2013,3,4,15,13,-19,15,1022,cv,3.13,0,0
30845,2013,3,4,16,17,-19,15,1022,SE,3.13,0,0
34578,2013,3,4,17,23,-18,14,1021,SE,8.05,0,0
1018,2013,3,4,18,25,-18,12,1021,SE,12.07,0,0
18678,2013,3,4,19,36,-17,10,1022,SE,15.2,0,0
2018,2013,3,4,20,47,-15,8,1022,SE,18.33,0,0
23897,2013,3,4,21,54,-12,7,1022,SE,22.35,0,0
39486,2013,3,4,22,60,-12,7,1022,SE,26.37,0,0
7476,2013,3,4,23,78,-13,8,1022,SE,31.29,0,0
27499,2013,3,5,0,80,-12,7,1021,SE,34.42,0,0
12928,2013,3,5,1,98,-12,4,1021,SE,36.21,0,0
33150,2013,3,5,2,101,-11,3,1020,cv,0.89,0,0
27072,2013,3,5,3,115,-11,1,1020,SE,0.89,0,0
38339,2013,3,5,4,129,-9,-1,1020,SE,2.68,0,0
19362,2013,3,5,5,116,-9,0,1019,cv,0.89,0,0
15056,2013,3,5,6,116,-9,-2,1019,cv,1.78,0,0
5642,2013,3,5,7,126,-8,-3,1019,NE,0.89,0,0
36147,2013,3,5,8,130,-6,1,1019,cv,0.89,0,0
1032,2013,3,5,9,150,-8,5,1019,cv,1.78,0,0
22994,2013,3,5,10,163,-8,8,1018,cv,2.67,0,0
11727,2013,3,5,11,172,-8,9,1018,cv,3.56,0,0
4713,2013,3,5,12,192,-9,11,1017,cv,4.45,0,0
21696,2013,3,5,13,181,-9,12,1015,cv,5.34,0,0
40006,2013,3,5,14,187,-10,13,1014,cv,7.13,0,0
30635,2013,3,5,15,204,-9,14,1013,SE,3.13,0,0
548,2013,3,5,16,218,-9,14,1013,SE,4.92,0,0
33416,2013,3,5,17,222,-8,12,1013,NE,1.79,0,0
10700,2013,3,5,18,208,-7,8,1013,cv,0.45,0,0
28438,2013,3,5,19,225,-6,5,1014,cv,1.34,0,0
13469,2013,3,5,20,235,-7,6,1014,cv,2.23,0,0
4716,2013,3,5,21,263,-6,4,1014,NW,0.89,0,0
24597,2013,3,5,22,274,-6,4,1014,cv,0.89,0,0
34807,2013,3,5,23,275,-6,3,1014,cv,1.78,0,0
1442,2013,3,6,0,302,-6,2,1014,NW,3.13,0,0
11345,2013,3,6,1,225,-6,3,1014,NW,4.92,0,0
729,2013,3,6,2,220,-6,2,1013,NW,6.71,0,0
34848,2013,3,6,3,207,-6,2,1013,NW,9.84,0,0
33813,2013,3,6,4,202,-6,2,1013,NW,12.97,0,0
39217,2013,3,6,5,200,-6,2,1013,NW,16.1,0,0
6293,2013,3,6,6,206,-5,2,1013,NW,19.23,0,0
15531,2013,3,6,7,202,-5,3,1014,NW,23.25,0,0
20494,2013,3,6,8,203,-5,4,1015,NW,26.38,0,0
31007,2013,3,6,9,196,-6,7,1015,NW,30.4,0,0
36111,2013,3,6,10,188,-6,8,1015,NW,34.42,0,0
37871,2013,3,6,11,187,-6,10,1014,NW,38.44,0,0
10121,2013,3,6,12,204,-6,10,1013,NW,42.46,0,0
20716,2013,3,6,13,233,-6,10,1012,cv,0.89,0,0
38475,2013,3,6,14,259,-6,12,1011,cv,1.78,0,0
41305,2013,3,6,15,267,-6,13,1011,cv,2.67,0,0
32418,2013,3,6,16,246,-6,14,1011,cv,3.56,0,0
25276,2013,3,6,17,247,-5,13,1011,cv,4.45,0,0
34957,2013,3,6,18,257,-4,7,1012,cv,6.24,0,0
34013,2013,3,6,19,,-4,6,1012,cv,7.13,0,0
26482,2013,3,6,20,257,-3,5,1013,cv,8.02,0,0
32940,2013,3,6,21,257,-3,5,1014,cv,8.91,0,0
9317,2013,3,6,22,249,-3,4,1013,cv,9.8,0,0
5245,2013,3,6,23,245,-4,1,1013,cv,10.69,0,0
41742,2013,3,7,0,242,-3,2,1013,SE,0.89,0,0
28107,2013,3,7,1,239,-4,-1,1013,NE,1.79,0,0
17243,2013,3,7,2,240,-4,-1,1013,NW,0.89,0,0
29889,2013,3,7,3,238,-4,-1,1012,NW,1.78,0,0
32501,2013,3,7,4,338,-5,-3,1012,NW,3.57,0,0
26901,2013,3,7,5,334,-5,-2,1012,cv,0.45,0,0
1493,2013,3,7,6,344,-5,-2,1012,NE,0.89,0,0
32919,2013,3,7,7,351,-3,-1,1012,cv,0.45,0,0
9689,2013,3,7,8,331,-1,2,1012,SE,0.89,0,0
20705,2013,3,7,9,327,-2,7,1013,cv,0.89,0,0
3232,2013,3,7,10,306,-2,8,1012,cv,1.78,0,0
19955,2013,3,7,11,289,-2,13,1010,SE,1.79,0,0
23246,2013,3,7,12,363,-3,14,1009,SE,4.92,0,0
32848,2013,3,7,13,306,-3,17,1007,SE,8.94,0,0
38381,2013,3,7,14,293,-5,18,1006,cv,3.13,0,0
31954,2013,3,7,15,279,-4,18,1004,SE,3.13,0,0
14939,2013,3,7,16,230,-4,19,1003,cv,1.79,0,0
30614,2013,3,7,17,201,-1,16,1002,SE,1.79,0,0
10240,2013,3,7,18,200,0,14,1002,cv,0.89,0,0
12451,2013,3,7,19,195,0,11,1003,NE,1.79,0,0
39088,2013,3,7,20,294,0,8,1003,NE,3.58,0,0
14415,2013,3,7,21,510,0,9,1003,cv,0.89,0,0
43481,2013,3,7,22,516,-1,6,1003,NW,1.79,0,0
19219,2013,3,7,23,469,0,7,1004,cv,0.45,0,0
34219,2013,3,8,0,450,-1,5,1003,NW,0.89,0,0
12338,2013,3,8,1,397,-2,4,1004,NW,2.68,0,0
43128,2013,3,8,2,365,-2,4,1004,NW,5.81,0,0
17907,2013,3,8,3,364,-2,3,1003,NW,8.94,0,0
23242,2013,3,8,4,357,-2,2,1004,cv,0.45,0,0
26843,2013,3,8,5,357,-2,2,1004,cv,1.34,0,0
3593,2013,3,8,6,350,-3,0,1005,cv,2.23,0,0
15876,2013,3,8,7,337,-4,0,1005,NE,3.13,0,0
10560,2013,3,8,8,323,0,7,1006,cv,0.89,0,0
28795,2013,3,8,9,306,-2,12,1006,NW,1.79,0,0
33644,2013,3,8,10,234,-2,14,1007,SE,1.79,0,0
9175,2013,3,8,11,139,-5,20,1006,SE,4.92,0,0
9418,2013,3,8,12,95,-6,21,1006,SE,8.94,0,0
16755,2013,3,8,13,189,0,18,1005,SE,16.09,0,0
39829,2013,3,8,14,410,0,17,1005,SE,24.14,0,0
26594,2013,3,8,15,216,0,14,1005,SE,29.95,0,0
7665,2013,3,8,16,145,0,13,1005,SE,38,0,0
23385,2013,3,8,17,99,-1,11,1006,SE,42.92,0,0
33889,2013,3,8,18,87,-1,9,1006,SE,46.05,0,0
14428,2013,3,8,19,93,-2,7,1006,SE,47.84,0,0
7809,2013,3,8,20,95,-2,8,1006,SE,50.97,0,0
19583,2013,3,8,21,101,-3,5,1006,SE,52.76,0,0
16910,2013,3,8,22,97,-4,6,1006,SE,55.89,0,0
19994,2013,3,8,23,89,-4,4,1005,SE,59.02,0,0
11139,2013,3,9,0,87,-4,2,1003,cv,0.89,0,0
17936,2013,3,9,1,105,-4,3,1002,cv,1.78,0,0
7840,2013,3,9,2,114,-4,1,1001,SE,0.89,0,0
18137,2013,3,9,3,119,-4,3,1000,cv,0.89,0,0
34199,2013,3,9,4,128,-3,1,998,cv,1.78,0,0
27283,2013,3,9,5,129,-3,2,997,cv,2.67,0,0
31110,2013,3,9,6,122,-4,1,998,NW,1.79,0,0
2613,2013,3,9,7,122,-3,1,998,NW,4.92,0,0
40116,2013,3,9,8,124,-2,4,999,NW,8.05,0,0
19312,2013,3,9,9,136,-3,7,1000,NW,12.07,0,0
5766,2013,3,9,10,141,-3,13,1002,NE,3.13,0,0
30026,2013,3,9,11,33,-11,18,1004,NW,16.99,0,0
18712,2013,3,9,12,42,-16,15,1007,NW,33.08,0,0
34874,2013,3,9,13,32,-20,14,1009,NW,49.17,0,0
42484,2013,3,9,14,40,-21,11,1012,NW,64.37,0,0
4588,2013,3,9,15,32,-22,10,1014,NW,76.44,0,0
13373,2013,3,9,16,19,-22,10,1015,NW,86.27,0,0
9630,2013,3,9,17,16,-22,10,1017,NW,94.32,0,0
33044,2013,3,9,18,13,-22,9,1018,NW,103.26,0,0
29654,2013,3,9,19,16,-22,7,1022,NW,113.09,0,0
1042,2013,3,9,20,12,-21,6,1023,NW,122.03,0,0
6292,2013,3,9,21,10,-21,5,1025,NW,134.1,0,0
40617,2013,3,9,22,18,-21,5,1026,NW,143.04,0,0
7960,2013,3,9,23,12,-21,4,1027,NW,148.85,0,0
16971,2013,3,10,0,12,-19,2,1027,NE,1.79,0,0
35866,2013,3,10,1,15,-15,0,1027,SE,3.13,0,0
41895,2013,3,10,2,18,-13,-2,1027,SE,4.92,0,0
5902,2013,3,10,3,20,-16,1,1027,cv,0.89,0,0
38556,2013,3,10,4,18,-12,-4,1027,NE,0.89,0,0
10451,2013,3,10,5,22,-13,-2,1028,cv,0.89,0,0
37844,2013,3,10,6,27,-10,-4,1028,cv,1.78,0,0
30282,2013,3,10,7,26,-10,-4,1028,cv,2.67,0,0
42755,2013,3,10,8,27,-11,1,1029,SE,1.79,0,0
13145,2013,3,10,9,29,-19,7,1029,SE,5.81,0,0
15485,2013,3,10,10,27,-19,8,1029,SE,10.73,0,0
5648,2013,3,10,11,33,-21,10,1028,SE,15.65,0,0
4602,2013,3,10,12,32,-20,10,1028,SE,19.67,0,0
37531,2013,3,10,13,33,-22,11,1026,SE,23.69,0,0
39075,2013,3,10,14,35,-20,12,1025,SE,28.61,0,0
13956,2013,3,10,15,33,-20,12,1024,SE,33.53,0,0
7897,2013,3,10,16,37,-19,12,1024,SE,39.34,0,0
26592,2013,3,10,17,42,-18,11,1024,SE,45.15,0,0
32272,2013,3,10,18,59,-16,9,1024,SE,50.07,0,0
24918,2013,3,10,19,67,-15,8,1024,SE,53.2,0,0
10494,2013,3,10,20,80,-14,6,1025,SE,54.99,0,0
22531,2013,3,10,21,75,-12,4,1025,SE,56.78,0,0
2528,2013,3,10,22,87,-12,5,1025,SE,58.57,0,0
33170,2013,3,10,23,88,-11,2,1025,SE,60.36,0,0
25743,2013,3,11,0,81,-11,3,1025,SE,62.15,0,0
43426,2013,3,11,1,106,-10,1,1024,SE,65.28,0,0
30374,2013,3,11,2,103,-10,1,1024,cv,0.89,0,0
31863,2013,3,11,3,118,-9,0,1023,cv,1.78,0,0
23663,2013,3,11,4,111,-8,-1,1023,SE,0.89,0,0
38773,2013,3,11,5,110,-8,-1,1023,SE,2.68,0,0
7779,2013,3,11,6,102,-8,-1,1023,cv,0.89,0,0
27673,2013,3,11,7,94,-6,-1,1023,cv,1.78,0,0
12336,2013,3,11,8,105,-7,3,1023,SE,1.79,0,0
19838,2013,3,11,9,122,-8,4,1023,SE,3.58,0,0
43660,2013,3,11,10,155,-8,6,1022,SE,6.71,0,0
24252,2013,3,11,11,150,-9,7,1022,SE,8.5,0,0
41461,2013,3,11,12,156,-9,8,1021,SE,11.63,0,0
5985,2013,3,11,13,134,-9,9,1019,SE,13.42,0,0
17128,2013,3,11,14,114,-9,11,1018,SE,19.23,0,0
26762,2013,3,11,15,114,-8,12,1017,SE,24.15,0,0
18127,2013,3,11,16,120,-9,12,1016,SE,29.07,0,0
5492,2013,3,11,17,153,-6,11,1015,SE,33.09,0,0
23971,2013,3,11,18,148,-4,9,1016,SE,34.88,0,0
5859,2013,3,11,19,162,-4,9,1016,SE,36.67,0,0
32694,2013,3,11,20,164,-3,9,1016,SE,37.56,0,0
17153,2013,3,11,21,158,-3,8,1016,SE,39.35,0,0
27114,2013,3,11,22,117,-4,9,1016,SE,42.48,0,0
5707,2013,3,11,23,108,-4,8,1015,SE,44.27,0,0
27341,2013,3,12,0,114,-4,8,1014,SE,46.06,0,0
22925,2013,3,12,1,135,-3,6,1013,SE,47.85,0,0
21867,2013,3,12,2,131,-3,6,1013,cv,0.89,0,0
16973,2013,3,12,3,135,-2,6,1012,cv,1.78,0,0
16822,2013,3,12,4,137,-1,5,1012,cv,2.67,0,1
15561,2013,3,12,5,150,0,4,1012,NE,0.89,0,2
11340,2013,3,12,6,153,1,3,1012,SE,1.79,0,3
2759,2013,3,12,7,145,1,3,1012,cv,0.89,0,4
35706,2013,3,12,8,127,1,3,1012,cv,1.34,0,5
38274,2013,3,12,9,130,2,3,1013,cv,2.23,0,6
4753,2013,3,12,10,161,2,3,1012,NW,1.79,0,7
25024,2013,3,12,11,164,2,4,1012,cv,0.89,0,8
22864,2013,3,12,12,167,3,4,1012,NW,0.89,0,9
30098,2013,3,12,13,148,3,5,1012,NW,4.02,0,0
10672,2013,3,12,14,153,3,5,1013,NW,7.15,0,0
37383,2013,3,12,15,147,3,6,1013,NW,8.94,0,1
3543,2013,3,12,16,150,4,6,1013,cv,0.89,0,0
11630,2013,3,12,17,152,4,7,1014,NW,3.13,0,0
3997,2013,3,12,18,164,3,6,1015,NW,6.26,0,0
12714,2013,3,12,19,159,2,5,1017,NW,9.39,0,0
28331,2013,3,12,20,176,3,5,1019,cv,0.89,0,0
43526,2013,3,12,21,174,2,3,1020,cv,1.78,0,0
39285,2013,3,12,22,194,2,6,1021,SE,1.79,0,0
